GL_ratio,Lower Mill Gap,Upper Mill Gap,Conversion Time,Vorlauf Time,Tot Mash Time,Fraction Vorlauf Time,Vorlauf Rate,First Wort Rate,Moisture Pct,CGAI,Bushel Weight,ST Ratio,AA,DPower,Batch ID,OG Run,Lot ID,Mash Efficiency,dP Vorlauf Mean,dP Voraluf StDev,dP Vorlauf Range,dP Collection Mean,dP Collection StDev,dP Collection Range,assortment_on7,assortment_on6,assortment_on5,assortment_thru5,cellar_batch_id_selected,min_gravity,last_gravity,sieve_14,sieve_30,sieve_60,sieve_pan,max_gravity_time_collection,max_gravity_collection,max_gravity_time_wvorlauf,max_gravity_wvorlauf,max_gravity_time_from_vstart
1.41,1.15,1.75,30.51,15.17,45.684,0.332,35.33,39.7,5.6,78.2,40.5,44.7,74,143,20190912.01150 - PsycHOPathy - FV4001,146,SH0176035,87.03,0.48,0.19,1.01,1.5,1.64,8.235025406,74.5,19.4,5.3,0.8,20190912 - PsycHOPathy - FV4001,1.9,2,53.85936356,30.21378708,9.521765709,6.405085087,0.5,23.33,0.5,23.33,15.67
1.41,1.15,1.75,30.68,15.34,46.019,0.333,35.45,39.6,4.7,79.1,40.5,46.8,70,133,20190926.01165 - PsycHOPathy - FV4001,147,SH0176462,86.18,1.25,0.46,1.92,5.21,2.69,10.5700798,64,25.8,8.2,2,20190926 - PsycHOPathy - FV4001,2.2,2.2,56.24264145,28.74454498,12.56145668,2.451356888,0.17,23.31,0.17,23.31,15.51
1.41,1.15,1.75,31.68,15.17,46.848,0.324,35.35,39.63,4.7,79.1,40.5,46.8,70,133,20190926.01166 - PsycHOPathy - FV4001,148,SH0176462,84.68,0.98,0.47,1.98,4.45,2.27,9.317605972,64,25.8,8.2,2,20190926 - PsycHOPathy - FV4001,2.2,2.2,54.49399567,29.38699341,9.975148201,6.143862247,0,23.48,-0.33,23.51,14.84
1.41,1.05,1.89,30.18,15.84,46.02,0.344,30.96,32.86,4.7,79.1,40.5,46.8,70,133,20191003.01173 - PsycHOPathy - FV4002,1,SH0176462,88.54,1.23,0.6,2.41,4.04,2.34,8.813513756,64,25.8,8.2,2,20191003 - PsycHOPathy - FV4002,2.4,2.5,,,,,2.5,24.26,2.5,24.26,18.34
1.55,1.05,1.55,40.52,25.51,66.025,0.386,29.96,44.44,4.7,79.1,40.5,46.8,70,133,20191003.01174 - PsycHOPathy - FV4002,2,SH0176462,86.74,0.46,0.21,0.98,2.01,1.6,8.232185364,64,25.8,8.2,2,20191003 - PsycHOPathy - FV4002,2.4,2.5,50.24861526,32.83850861,9.468905449,7.443972588,0,22.26,-8.5,24.04,17.01
1.51,1.12,1.68,33.51,13.17,46.683,0.282,38.52,37.76,4.7,79.1,40.5,46.8,70,133,20191008.01178 - PsycHOPathy - FV4004,3,SH0176462,88.93,0.39,0.2,1.03,1.98,2.26,9.633527756,64,25.8,8.2,2,20191008 - PsycHOPathy - FV4004,2.2,2.3,51.87914658,30.86530876,9.547653198,7.707891464,0.5,23.62,0.5,23.62,13.67
1.57,1.05,1.55,20.17,19.84,40.015,0.496,44.72,30.9,4.7,79.1,40.5,46.8,70,133,20191008.01179 - PsycHOPathy - FV4004,4,SH0176462,80.64,2.71,1.33,5.03,6.69,3.82,14.04066563,64,25.8,8.2,2,20191008 - PsycHOPathy - FV4004,2.2,2.3,47.29144669,37.21709061,9.559604645,5.931856632,109.88,41.87,109.88,41.87,129.72
1.62,1.25,1.95,40.18,30.51,70.697,0.432,34.97,29.8,4.4,79.3,39.1,47.6,73,123,20191017.01194 - PsycHOPathy - FV4002,5,SH0177859,89.01,0.5,0.33,1.35,1.53,1.55,8.910621643,67.2,21.9,7.1,3.8,20191017 - PsycHOPathy - FV4002,2.1,2.2,52.10048294,31.19748688,10.27751827,6.42451334,0,20.92,-17.51,22.87,13
1.41,1.25,1.95,20.84,16.67,37.514,0.444,30.47,38.64,5.1,78,38.6,47.3,74,141,20191024.01202 - PsycHOPathy - FV4001,6,SH0178209,90.45,0.62,0.24,1.11,1.96,1.52,7.360734463,71.8,19.2,7.8,1.2,20191024 - PsycHOPathy - FV4001,2.1,2.2,59.12645721,27.25934982,8.239758492,5.374432564,0.67,23.22,0.67,23.22,17.34
1.63,1.23,1.9,30.68,16.34,47.017,0.348,30.43,31.75,5.1,78,38.6,47.3,74,141,20191024.01203 - PsycHOPathy - FV4001,7,SH0178209,89.1,0.08,0.07,0.38,0.82,1.37,8.611895561,71.8,19.2,7.8,1.2,20191024 - PsycHOPathy - FV4001,2.1,2.2,54.69457626,27.48806381,9.719671249,8.097688675,0.17,22.94,0.17,22.94,16.51
1.5,1.25,1.95,30.18,19.51,49.684,0.393,36.94,37.69,5.1,78,38.6,47.3,74,141,20191029.01207 - PsycHOPathy - FV4003,8,SH0178209,89.47,0.81,0.33,1.62,1.82,1.57,8.08104,71.8,19.2,7.8,1.2,20191029 - PsycHOPathy - FV4003,1.9,2,57.97986984,28.61849976,9.18404007,4.217588902,0,22.89,-3.83,23.15,15.68
1.53,1.08,1.95,40.85,24.01,64.86,0.37,41.25,41.6,5.1,78,38.6,47.3,74,141,20191029.01208 - PsycHOPathy - FV4003,9,SH0178209,90.14,1.39,0.92,3.39,3.42,1.48,7.205832,71.8,19.2,7.8,1.2,20191029 - PsycHOPathy - FV4003,1.9,2,41.89180374,37.57567978,11.99791718,8.534601212,0,22.19,-11,23.78,13.01
1.41,1.22,1.88,39.68,14.34,54.018,0.265,38.42,34.8,5.1,78,38.6,47.3,74,141,20191031.01212 - PsycHOPathy - FV4002,10,SH0178209,90.31,0.76,0.33,1.3,1.91,1.67,8.252175,71.8,19.2,7.8,1.2,20191031 - PsycHOPathy - FV4002,2.1,2.3,54.87384415,27.85744476,9.802142143,7.466569901,0.5,23.64,0.5,23.64,14.84
1.42,1.05,1.87,20.67,24.01,44.683,0.537,41.22,39.71,5.1,78,38.6,47.3,74,141,20191031.01213 - PsycHOPathy - FV4002,11,SH0178209,90.21,0.3,0.22,0.91,1.08,1.4,8.203447,71.8,19.2,7.8,1.2,20191031 - PsycHOPathy - FV4002,2.1,2.3,45.68320847,34.027565,11.45170307,8.837524414,0.17,21.11,-11,22.7,13.01
1.63,1.25,1.95,40.18,10.67,50.852,0.21,44.62,42.61,4.9,78.9,40,45.7,76,135,20191107.01222 - PsycHOPathy - FV4001,12,SH0178948,90.74,0.91,0.47,1.78,1.6,1.29,7.974216938,72.9,20.4,5.7,1,20191107 - PsycHOPathy - FV4001,2.1,2.2,,,,,1.33,24.47,1.33,24.47,12
1.63,1.11,1.75,40.18,13.67,53.852,0.254,45.27,29.77,4.9,78.9,40,45.7,76,135,20191107.01223 - PsycHOPathy - FV4001,13,SH0178948,90.63,1.05,0.45,1.91,1.81,1.69,8.360485077,72.9,20.4,5.7,1,20191107 - PsycHOPathy - FV4001,2.1,2.2,,,,,1,23.85,-3.17,24.05,10.5
1.43,1.05,1.55,24.17,13,37.18,0.35,44.74,44.55,4.9,79.1,39.5,46.8,82,141,20191119.01231 - PsycHOPathy - FV4004,14,SH0179228,93.15,0.95,0.38,1.5,1.59,1.8,9.843320847,729,20.1,5.8,1.2,20191119 - PsycHOPathy - FV4004,2,2,41.44867706,39.82757187,10.91297626,7.810777664,0.83,24.58,0.83,24.58,13.83
1.41,1.25,1.95,40.35,15.67,56.02,0.28,30.03,30.03,4.9,79.1,39.5,46.8,82,141,20191119.01232 - PsycHOPathy - FV4004,15,SH0179228,90.12,0.22,0.19,0.74,1.39,1.61,8.706378937,729,20.1,5.8,1.2,20191119 - PsycHOPathy - FV4004,2,2,54.25257874,30.52282715,9.008345604,6.216249943,2,23.78,2,23.78,17.67
1.62,1.25,1.95,20.17,14.51,34.678,0.418,36.92,44.53,4.9,79.1,39.5,46.8,82,141,20191126.01246 - PsycHOPathy - FV4003,16,SH0179228,90.5,0.29,0.15,0.61,0.96,1.62,8.815991402,729,20.1,5.8,1.2,20191126 - PsycHOPathy - FV4003,2.1,2.3,54.03998947,30.07395172,8.970146179,6.915911198,0.17,23.98,0.17,23.98,14.68
1.63,1.05,1.69,20.84,15.51,36.346,0.427,30.04,30.08,4.9,79.1,39.5,46.8,82,141,20191126.01247 - PsycHOPathy - FV4003,17,SH0179228,89.68,0.55,0.34,1.38,1.93,2.03,8.698968887,729,20.1,5.8,1.2,20191126 - PsycHOPathy - FV4003,2.1,2.3,41.23644257,41.22345352,10.2474184,7.292685032,1,24.71,1,24.71,16.51
1.63,1.05,1.55,41.85,20.01,61.855,0.323,45.25,44.55,5.2,78.7,40.2,49,76,112,20191210.01265 - PsycHOPathy - FV4003,19,SH0179830,91.18,0.73,0.45,1.84,2.08,2.02,8.794819832,70,21.1,5.8,3.1,20191210 - PsycHOPathy - FV4003,2.3,2.4,41.14832687,40.6288414,10.41011524,7.812716484,0,22.73,-8.01,24.13,12
1.44,1.22,1.9,39.68,20.67,60.355,0.343,45.25,29.88,4.2,79.5,39,49.3,76,143,20191227.01286 - PsycHOPathy - FV1002,20,SH0180618,92,0.76,0.35,1.7,1.62,1.65,8.897021294,67.9,23.2,7.4,1.5,20191227 - PsycHOPathy - FV1002,2.1,2.2,50.42000961,33.12437057,9.879638672,6.575980186,0.17,23.44,-5,23.94,15.67
1.53,1.05,1.55,20.84,30.01,50.852,0.59,31.23,29.69,4.2,79.5,39,49.3,76,143,20200102.01290 - PsycHOPathy - FV2002,21,SH0180618,93.44,1.03,0.45,1.96,2.01,1.68,9.087399483,67.9,23.2,7.4,1.5,20200102 - PsycHOPathy - FV2002,1.8,1.8,,,,,0,24.17,-8.34,25,21.67
1.6,1.25,1.95,40.85,20.84,61.686,0.338,30.34,44.46,4.2,79.5,39,49.3,76,143,20200110.01295 - PsycHOPathy - FV1002,22,SH0180618,90.42,0.34,0.1,0.57,1.92,1.94,8.785899162,67.9,23.2,7.4,1.5,20200110 - PsycHOPathy - FV1002,2,2,53.32427216,30.78804398,,15.88768196,0.17,23.72,0.17,23.72,21.01
1.41,1.05,1.55,37.68,16,53.685,0.298,45.26,29.85,4.2,79.5,39,49.3,76,143,20200116.01302 - PsycHOPathy - FV2002,23,SH0180618,93.36,1.28,0.35,1.95,1.91,1.95,9.666677475,67.9,23.2,7.4,1.5,20200116 - PsycHOPathy - FV2002,2.2,2.2,37.74128723,41.7350769,16.44848633,4.075148106,2,24.52,-1.67,24.56,14.33
1.41,1.17,1.78,20.68,12.34,33.014,0.374,43.38,30.79,4.4,81,39.4,46.7,92,162,20200122.01309 - PsycHOPathy - FV4001,24,SH0180739,90.13,2.24,0.85,3.56,5.13,2.57,10.68758774,71.7,22.4,5.1,0.8,20200122 - PsycHOPathy - FV4001,1.9,1.9,46.04949188,36.69416428,,17.25634575,2,24.26,2,24.26,14.34
1.41,1.05,1.55,23.18,30.35,53.524,0.567,30.04,44.43,4.4,81,39.4,46.7,92,162,20200122.01310 - PsycHOPathy - FV4001,25,SH0180739,90.26,1.05,0.56,2.29,3.5,1.74,8.102768898,71.7,22.4,5.1,0.8,20200122 - PsycHOPathy - FV4001,1.9,1.9,39.64962387,41.65176773,12.68501854,6.013589859,0,24.78,-6.34,25.29,24.01
1.41,1.25,1.95,21.51,18.5,40.012,0.462,45.28,44.54,4.4,81,39.4,46.7,92,162,20200204.01321 - PsycHOPathy - FV4003,26,SH0180739,88.77,2.23,1.03,4.03,5.5,1.55,7.258895874,71.7,22.4,5.1,0.8,20200204 - PsycHOPathy - FV4003,1.9,1.9,52.94333649,31.14799309,,15.90866947,0.17,24.61,-4.5,24.91,14
1.63,1.06,1.77,40.68,14.84,55.522,0.267,31.51,43.51,4.4,81,39.4,46.7,92,162,20200204.01322 - PsycHOPathy - FV4003,27,SH0180739,89.63,0.55,0.27,1.12,1.96,1.94,9.553774834,71.7,22.4,5.1,0.8,20200204 - PsycHOPathy - FV4003,1.9,1.9,42.31620407,40.83560562,15.20592308,1.642269135,0.5,25.46,0.5,25.46,15.34
1.61,1.08,1.95,25.68,24.01,49.685,0.483,41.26,29.73,4.4,81,39.4,46.7,92,162,20200207.01331 - PsycHOPathy - FV1002,28,SH0180739,91.12,2.72,0.84,4.22,4.51,2.63,10.04335308,71.7,22.4,5.1,0.8,20200207 - PsycHOPathy - FV1002,1.6,1.8,42.74565887,38.23968506,17.88137817,1.133279085,0,23.08,-10.67,25.44,13.34
1.61,1.2,1.85,20.67,30.01,50.685,0.592,30.25,36.58,4.3,80.5,40.5,43.9,81,159,20200219.01344 - PsycHOPathy - FV2001,29,SH0182943,90.97,1.28,0.44,2.08,2.74,1.93,8.792717934,64.6,26,7.9,1.5,20200219 - PsycHOPathy - FV2001,1.7,1.7,48.72809982,32.78072357,16.39036179,2.100816727,0,24.04,-10.5,25.23,19.51
1.41,1.05,1.55,36.85,15.01,51.85,0.289,30.4,43.52,4.3,80.5,40.5,43.9,81,159,20200227.01348 - PsycHOPathy - FV4001,30,SH0182943,91.68,1.34,0.4,1.84,5.38,2.48,12.56729412,64.6,26,7.9,1.5,20200227 - PsycHOPathy - FV4001,1.5,1.6,41.63265228,42.18278885,12.04081631,4.143743038,5.5,25.86,5.5,25.86,20.51
1.53,1.05,1.55,40.68,15.01,55.686,0.269,30.48,29.82,4.3,80.5,40.5,43.9,81,159,20200227.01349 - PsycHOPathy - FV4001,31,SH0182943,92.48,1.12,0.43,1.86,2.83,1.78,8.930541992,64.6,26,7.9,1.5,20200227 - PsycHOPathy - FV4001,1.5,1.6,41.63214111,40.78792953,10.99038601,6.589541912,4,25.59,4,25.59,19.01
1.41,1.05,1.55,40.51,25.35,65.865,0.385,36.18,35.72,4.3,79.3,40.3,47.1,85,170,20200305.01354 - PsycHOPathy - FV4002,32,SH0183528,83.98,1.9,0.83,3.85,4.41,2.76,11.01946449,64.5,27.3,7.1,1.1,20200305 - PsycHOPathy - FV4002,1.4,1.5,39.59586334,41.73871994,10.225564,8.439849854,0.17,22.16,-10.34,22.77,15.01
1.63,1.23,1.9,30.18,16.67,46.849,0.356,29.13,31.68,4.3,79.3,40.3,47.1,85,170,20200305.01355 - PsycHOPathy - FV4002,33,SH0183528,91.52,0.32,0.23,0.94,1.34,1.58,8.800409317,64.5,27.3,7.1,1.1,20200305 - PsycHOPathy - FV4002,1.4,1.5,51.08288574,32.72887421,9.338521004,6.849719048,1.17,25.52,1.17,25.52,17.84
1.42,1.05,1.87,20.51,24.01,44.514,0.539,41.16,32.58,4.3,79.3,40.3,47.1,85,170,20200310.01358 - PsycHOPathy - FV4004,34,SH0183528,88.88,5.08,2.3,9.76,5.33,3.12,12.03251076,64.5,27.3,7.1,1.1,20200310 - PsycHOPathy - FV4004,1.5,1.5,36.2335701,41.19660568,12.01396465,10.55586147,0,24.15,-8.5,25.65,15.51
1.41,1.25,1.95,21.68,28.34,50.02,0.567,37.23,29.73,4.3,79.3,40.3,47.1,85,170,20200310.01359 - PsycHOPathy - FV4004,35,SH0183528,90.86,1.65,0.64,2.76,2.51,1.63,8.207357407,64.5,27.3,7.1,1.1,20200310 - PsycHOPathy - FV4004,1.5,1.5,52.25292969,30.73701859,9.262981415,7.747069359,0,22.89,-12,25.16,16.34
1.63,1.06,1.83,25.68,12,37.679,0.319,45.47,41.57,4.3,79.3,40.3,47.1,85,170,20200320.01373 - PsycHOPathy - FV1002,36,SH0183528,90.95,1.22,0.51,1.98,2.39,1.72,7.522927761,64.5,27.3,7.1,1.1,20200320 - PsycHOPathy - FV1002,1.7,1.9,37.96774292,42.20227051,11.39270687,8.437278748,1,23.96,1,23.96,13
1.41,1.12,1.95,40.68,29.84,70.522,0.423,31.18,30.14,4.2,79.3,39.4,42.5,85,159,20200326.01375 - PsycHOPathy - FV4003,37,SH0184510,91.59,2.64,0.88,4.31,4.34,1.8,12.68006706,63.5,27.4,7.5,1.6,20200326 - PsycHOPathy - FV4003,1.7,1.8,45.04391098,36.92417908,9.992829323,8.039077759,0,25.33,-7.67,26.31,22.17
1.63,1.07,1.62,22.51,27.84,50.35,0.553,38.17,44.53,4.2,79.3,39.4,42.5,85,159,20200326.01376 - PsycHOPathy - FV4003,38,SH0184510,90.45,1.08,0.94,3.3,2.35,1.98,9.717813492,63.5,27.4,7.5,1.6,20200326 - PsycHOPathy - FV4003,1.7,1.8,43.82960129,38.97358704,13.26306534,3.933747768,0,20.65,-13.17,25.74,14.67
1.62,1.25,1.95,20.68,12.5,33.184,0.377,45.44,29.96,4.2,79.3,39.4,42.5,85,159,20200402.01378 - PsycHOPathy - FV4002,39,SH0184510,90.44,1.59,0.69,2.82,2.3,1.74,7.872876167,63.5,27.4,7.5,1.6,20200402 - PsycHOPathy - FV4002,1.8,1.9,54.28067017,30.25595665,13.19505692,2.268318176,1,24.18,1,24.18,13.5
1.63,1.05,1.77,38.18,30.68,68.853,0.446,29.97,34.59,4.2,79.3,39.4,42.5,85,159,20200402.01379 - PsycHOPathy - FV4002,40,SH0184510,89.57,1.21,0.7,2.92,2.39,1.38,6.72487402,63.5,27.4,7.5,1.6,20200402 - PsycHOPathy - FV4002,1.8,1.9,39.22436142,41.00125122,12.24655342,7.527834892,0,23.96,-13.67,25.21,17.01
1.55,1.05,1.95,20.67,15.01,35.68,0.421,30.39,44.43,4.6,78.1,40.8,44,82,161,20200409.01384 - PsycHOPathy - FV4001,41,SH0185537,91.28,1.05,0.3,1.37,3.33,1.79,8.2983284,61.2,28,9.3,1.5,20200409 - PsycHOPathy - FV4001,2,2.1,37.98755646,41.72144699,11.74511337,8.545883179,0.5,24.46,0.5,24.46,15.51
1.41,1.18,1.95,29.68,29.84,59.519,0.501,30.23,44.46,4.6,78.1,40.8,44,82,161,20200409.01385 - PsycHOPathy - FV4001,42,SH0185537,89.77,0.69,0.39,2.17,1.5,1.86,9.403479576,61.2,28,9.3,1.5,20200409 - PsycHOPathy - FV4001,2,2.1,43.89409256,36.53874588,11.55733967,8.009820938,0,24.96,-8.5,25.96,21.34
1.61,1.08,1.95,16.01,25.17,41.18,0.611,40.8,29.9,4.6,78.1,40.8,44,82,161,20200416.01391 - PsycHOPathy - FV4002,43,SH0185537,92.05,1.53,0.78,2.97,2.53,1.72,8.003582001,61.2,28,9.3,1.5,20200416 - PsycHOPathy - FV4002,1.9,1.9,38.88266754,41.27295303,11.46439743,8.379981041,0.33,24.25,-3.33,24.27,21.84
1.61,1.08,1.95,17.51,25.68,43.181,0.595,41.37,29.9,4.6,78.1,40.8,44,82,161,20200416.01392 - PsycHOPathy - FV4002,44,SH0185537,87.91,0.92,0.43,1.9,1.85,1.82,8.387390137,61.2,28,9.3,1.5,20200416 - PsycHOPathy - FV4002,1.9,1.9,40.62627029,40.64660263,10.5937376,8.133389473,0,22.88,-5.67,23.85,20.01
1.41,1.05,1.55,13,37.18,50.183,0.741,44.74,29.88,4.6,78.1,40.8,44,82,161,20200423.01395 - PsycHOPathy - FV4001,45,SH0185537,94.62,2.64,1.36,4.7,4.44,1.96,8.658693314,61.2,28,9.3,1.5,20200423 - PsycHOPathy - FV4001,1.9,1.9,38.61571121,41.79287338,11.37462139,8.216795921,1.33,26.13,1.33,26.13,38.51
1.41,1.05,1.55,14,37.68,51.684,0.729,45.37,29.81,4.6,78.1,40.8,44,82,161,20200423.01396 - PsycHOPathy - FV4001,46,SH0185537,92.52,1.62,0.64,2.84,2.15,1.75,8.650578499,61.2,28,9.3,1.5,20200423 - PsycHOPathy - FV4001,1.9,1.9,39.68253708,41.41219711,10.99722385,7.90803957,2.33,25.47,2.33,25.47,40.01
1.61,1.08,1.95,16.5,25.84,42.347,0.61,41.37,29.83,4.3,80,41.2,42.3,91,162,20200430.01400 - PsycHOPathy - FV4002,47,SH0186402,91.23,1.92,0.68,3.08,2.63,1.53,7.569726467,61.2,27,9.8,2,20200430 - PsycHOPathy - FV4002,1.9,1.9,39.70825195,39.97673035,11.38356972,8.931448936,1,24.87,-3.17,25.12,22.67
1.61,1.08,1.95,17.67,25.68,43.353,0.592,41.27,29.74,4.3,80,41.2,42.3,91,162,20200430.01401 - PsycHOPathy - FV4002,48,SH0186402,89.05,1.64,0.75,3.26,2.22,1.85,8.618494987,61.2,27,9.8,2,20200430 - PsycHOPathy - FV4002,1.9,1.9,41.11933899,39.74287415,10.71827888,8.419505119,0,24.32,-5.67,24.91,20.01
1.61,1.08,1.95,15.67,25.67,41.347,0.621,41.34,29.83,4.3,80,41.2,42.3,91,162,20200507.01403 - PsycHOPathy - FV4001,49,SH0186402,90.59,2.23,0.7,3.2,2.87,1.65,6.946142197,61.2,27,9.8,2,20200507 - PsycHOPathy - FV4001,1.7,1.7,41.25531387,38.82532501,12.49863911,7.4207201,0.17,24.93,-1.5,25.06,24.17
1.61,1.08,1.95,30.51,40.68,71.188,0.571,31.23,29.8,4.3,80,41.2,42.3,91,162,20200507.01404 - PsycHOPathy - FV4001,50,SH0186402,90.61,1.43,0.61,2.47,2.35,1.68,8.359779358,61.2,27,9.8,2,20200507 - PsycHOPathy - FV4001,1.7,1.7,45.29998779,36.92004013,10.45300007,7.326971054,0,24.72,-12.5,26.35,28.18
1.42,1.1,1.75,15.67,27.18,42.849,0.634,30.31,44.42,4.3,80,41.2,42.3,91,162,20200514.01414 - PsycHOPathy - FV4002,51,SH0186402,90.58,1.5,0.64,2.81,4.11,1.77,8.537211418,61.2,27,9.8,2,20200514 - PsycHOPathy - FV4002,1.9,1.9,41.32782745,38.55521011,11.77846622,8.338496208,0.17,25.38,-6.5,25.71,20.68
1.42,1.1,1.75,15.67,26.34,42.012,0.627,30.3,44.54,4.3,80,41.2,42.3,91,162,20200514.01415 - PsycHOPathy - FV4002,52,SH0186402,89.08,0.81,0.36,1.74,2.34,1.71,7.867086887,61.2,27,9.8,2,20200514 - PsycHOPathy - FV4002,1.9,1.9,,,,,0,24.39,-8,24.99,18.34
1.44,1.22,1.9,40.35,20.51,60.858,0.337,44.58,29.79,4.7,79.6,40.5,44.4,78,141,20200520.01417 - PsycHOPathy - FV2002,53,SH0186956,90.44,1.79,0.72,3.15,2.13,1.64,9.577562332,68,23.1,6.7,2.2,20200520 - PsycHOPathy - FV2002,1.8,1.8,50.93360901,30.39419174,10.05613804,8.616062164,0,23.81,-7.67,25.39,12.84
1.44,1.1,1.95,40.51,12.17,52.684,0.231,45.07,44.74,4.2,80,41.5,42.8,79,149,20200611.01440 - PsycHOPathy - FV4002,56,SH0187725,90.25,2.19,1.09,3.88,3.96,1.81,8.599918365,59.1,29,9.3,2.6,20200611 - PsycHOPathy - FV4002,2,2,41.17295456,38.68874741,11.81492233,8.323373795,0.17,25.69,0.17,25.69,12.34
1.44,1.1,1.75,40.51,12.17,52.684,0.231,45.45,44.66,4.2,80,41.5,42.8,79,149,20200611.01441 - PsycHOPathy - FV4002,57,SH0187725,90.05,2.27,1.19,4.34,4.7,1.61,7.452877522,59.1,29,9.3,2.6,20200611 - PsycHOPathy - FV4002,2,2,42.06275177,38.94646454,10.89271641,8.098065376,0.33,26.19,-1.5,26.26,10.67
1.41,1.1,1.6,19.84,19.84,39.682,0.5,30.28,29.9,4.2,80,41.5,42.8,79,149,20200618.01449 - PsycHOPathy - FV4001,58,SH0187725,91.68,1.51,0.64,2.84,3.76,1.79,9.339047432,59.1,29,9.3,2.6,20200618 - PsycHOPathy - FV4001,1.7,1.8,44.04205704,36.31509018,10.30540752,9.337447166,0.67,26.24,0.67,26.24,20.51
1.41,1.1,1.65,19.84,19.84,39.681,0.5,30.37,29.9,4.2,80,41.5,42.8,79,149,20200618.01450 - PsycHOPathy - FV4001,59,SH0187725,90.92,0.95,0.52,2.1,2.01,1.66,8.859152794,59.1,29,9.3,2.6,20200618 - PsycHOPathy - FV4001,1.7,1.8,43.82634735,37.24381638,10.53003502,8.399801254,1,25.87,1,25.87,20.84
1.53,1.1,1.95,20.17,30.51,50.682,0.602,30,23.83,4.2,80,41.5,42.8,79,149,20200625.01457 - PsycHOPathy - FV4002,60,SH0187725,88.79,1.43,0.81,3.25,2.22,1.41,7.682384491,59.1,29,9.3,2.6,20200625 - PsycHOPathy - FV4002,1.9,1.9,41.82688904,37.6670723,11.20005703,9.305983543,0,24.13,-12.34,25.62,18.17
1.53,1.1,1.95,30.18,15.51,45.684,0.339,44.62,29.75,4.7,79.3,41.4,43,67,138,20200701.01465 - PsycHOPathy - FV2002,61,SH0188860,90.46,3.25,1.63,6.19,4.22,1.46,7.64274168,59.7,30.2,8,2.1,20200701 - PsycHOPathy - FV2002,2,2,42.78329849,35.51263809,11.37176991,10.33229351,1.67,25.68,1.67,25.68,17.18
1.5,1.15,1.85,29.17,22.34,51.514,0.434,33.07,30.82,4.7,79.3,41.4,43,67,138,20200701.01466 - PsycHOPathy - FV2002,62,SH0188860,89.02,0.72,0.39,1.74,1.58,1.49,8.772494316,59.7,30.2,8,2.1,20200701 - PsycHOPathy - FV2002,2,2,47.29211426,33.6759758,10.60908222,8.422826767,0,25.04,-3.83,25.28,18.51
1.41,1.1,1.55,35.18,13.51,48.685,0.277,44.43,29.84,4.7,79.3,41.4,43,67,138,20200714.01475 - PsycHOPathy - FV4004,63,SH0188860,91.13,2.54,1.28,4.69,3.55,1.7,9.330846786,59.7,30.2,8,2.1,20200714 - PsycHOPathy - FV4004,1.9,2,47.67161179,35.07421112,9.833024025,7.421151638,1.83,25.97,1.83,25.97,15.34
1.55,1.13,1.87,32.51,19.01,51.517,0.369,40.24,43.48,4.7,79.3,41.4,43,67,138,20200714.01476 - PsycHOPathy - FV4004,64,SH0188860,88.27,1.6,0.54,2.68,2.24,1.46,8.245155334,59.7,30.2,8,2.1,20200714 - PsycHOPathy - FV4004,1.9,2,46.03508759,35.04386139,10.6403513,8.280701637,0,24.58,-4.5,25.14,14.51
1.5,1.14,1.85,17.67,24.17,41.848,0.578,32.25,31.8,4.6,78.1,40.7,44.2,83,125,20200728.01494 - PsycHOPathy - FV4004,65,SH0189529,88.57,1.27,0.64,2.64,2.4,1.55,7.649938583,67.7,23.6,7.7,1,20200728 - PsycHOPathy - FV4004,2.1,2.2,44.2840538,31.5152092,11.08312321,13.11761665,0,24.26,-5.67,24.77,18.5
1.53,1.13,1.87,22.68,24.01,46.685,0.514,34.23,43.64,4.6,78.1,40.7,44.2,83,125,20200728.01500 - PsycHOPathy - FV4004,66,SH0189529,88.12,1.3,0.58,2.62,3.6,1.73,7.7890625,67.7,23.6,7.7,1,20200728 - PsycHOPathy - FV4004,2.1,2.2,45.06498718,31.94556999,11.04792786,11.94151402,0,24.03,-5.34,24.94,18.67
1.53,1.23,1.69,20.67,17,37.677,0.451,31.41,39.59,4.8,77.9,39.3,45.4,81,132,20200806.01505 - PsycHOPathy - FV4002,67,SH0190675,89.87,0.64,0.11,0.56,1.84,1.74,9.325839996,64.4,23.7,9.6,2.3,20200806 - PsycHOPathy - FV4002,2,2,51.71224976,30.33133125,9.828774452,8.127644539,0,24.39,0,24.39,17
1.48,1.2,1.77,34.51,15,49.514,0.303,38.35,30.87,4.8,77.9,39.3,45.4,81,132,20200806.01506 - PsycHOPathy - FV4002,68,SH0190675,90.01,0.43,0.17,0.9,1.06,1.71,9.906811714,64.4,23.7,9.6,2.3,20200806 - PsycHOPathy - FV4002,2,2,51.7816124,31.16318321,9.48182106,7.573381901,1.33,24.64,1.33,24.64,16.33
1.5,1.18,1.73,39.52,30.51,70.028,0.436,37.95,43.74,4.8,77.9,39.3,45.4,81,132,20200812.01512 - PsycHOPathy - FV2002,69,SH0190675,90.09,1.1,0.67,2.56,2.43,1.99,9.060649872,64.4,23.7,9.6,2.3,20200812 - PsycHOPathy - FV2002,2,2.1,51.07139587,30.62111282,11.52365017,6.783840656,0.17,22.22,-15.17,24.74,15.34
